player_id,team_id,player_name,player_nickname,jersey_number,country.id,country.name,position_id,position,from,to,from_period,to_period,start_reason,end_reason,match_id
3109,217,Malcom Filipe Silva de Oliveira,Malcom,14,31,Brazil,,,,,,,,,15946
3501,217,Philippe Coutinho Correia,Philippe Coutinho,7,31,Brazil,2,Right Back,45:00,45:00,2,2,Substitution - On (Tactical),Tactical Shift,15946
3501,217,Philippe Coutinho Correia,Philippe Coutinho,7,31,Brazil,15,Left Center Midfield,45:00,76:18,2,2,Tactical Shift,Tactical Shift,15946
3501,217,Philippe Coutinho Correia,Philippe Coutinho,7,31,Brazil,21,Left Wing,76:18,,2,,Tactical Shift,Final Whistle,15946
5203,217,Sergio Busquets i Burgos,Sergio Busquets,5,214,Spain,13,Right Center Midfield,00:00,45:00,1,2,Starting XI,Tactical Shift,15946
5203,217,Sergio Busquets i Burgos,Sergio Busquets,5,214,Spain,10,Center Defensive Midfield,45:00,84:07,2,2,Tactical Shift,Substitution - Off (Tactical),15946
5211,217,Jordi Alba Ramos,Jordi Alba,18,214,Spain,6,Left Back,00:00,,1,,Starting XI,Final Whistle,15946
5213,217,Gerard Piqué Bernabéu,Gerard Piqué,3,214,Spain,3,Right Center Back,00:00,,1,,Starting XI,Final Whistle,15946
5246,217,Luis Alberto Suárez Díaz,Luis Suárez,9,242,Uruguay,22,Right Center Forward,00:00,45:00,1,2,Starting XI,Tactical Shift,15946
5246,217,Luis Alberto Suárez Díaz,Luis Suárez,9,242,Uruguay,23,Center Forward,45:00,,2,,Tactical Shift,Final Whistle,15946
5470,217,Ivan Rakitić,,4,56,Croatia,15,Left Center Midfield,00:00,45:00,1,2,Starting XI,Tactical Shift,15946
5470,217,Ivan Rakitić,,4,56,Croatia,13,Right Center Midfield,45:00,84:22,2,2,Tactical Shift,Tactical Shift,15946
5470,217,Ivan Rakitić,,4,56,Croatia,10,Center Defensive Midfield,84:22,,2,,Tactical Shift,Final Whistle,15946
5477,217,Ousmane Dembélé,,11,78,France,16,Left Midfield,00:00,45:00,1,2,Starting XI,Tactical Shift,15946
5477,217,Ousmane Dembélé,,11,78,France,21,Left Wing,45:00,76:14,2,2,Tactical Shift,Substitution - Off (Tactical),15946
5492,217,Samuel Yves Umtiti,Samuel Umtiti,23,78,France,5,Left Center Back,00:00,,1,,Starting XI,Final Whistle,15946
5503,217,Lionel Andrés Messi Cuccittini,Lionel Messi,10,11,Argentina,24,Left Center Forward,00:00,45:00,1,2,Starting XI,Tactical Shift,15946
5503,217,Lionel Andrés Messi Cuccittini,Lionel Messi,10,11,Argentina,17,Right Wing,45:00,,2,,Tactical Shift,Final Whistle,15946
6374,217,Nélson Cabral Semedo,Nélson Semedo,2,183,Portugal,2,Right Back,00:00,45:00,1,2,Starting XI,Substitution - Off (Tactical),15946
6379,217,Sergi Roberto Carnicer,Sergi Roberto,20,214,Spain,12,Right Midfield,00:00,45:00,1,2,Starting XI,Tactical Shift,15946
6379,217,Sergi Roberto Carnicer,Sergi Roberto,20,214,Spain,2,Right Back,45:00,,2,,Tactical Shift,Final Whistle,15946
6566,206,Borja González Tomás,Borja Bastón,18,214,Spain,16,Left Midfield,67:42,68:14,2,2,Substitution - On (Tactical),Tactical Shift,15946
6566,206,Borja González Tomás,Borja Bastón,18,214,Spain,22,Right Center Forward,68:14,,2,,Tactical Shift,Final Whistle,15946
6581,206,Jonathan Rodríguez Menéndez,Jony,23,214,Spain,16,Left Midfield,00:00,67:42,1,2,Starting XI,Substitution - Off (Tactical),15946
6612,206,Rubén Duarte Sánchez,Rubén Duarte,3,214,Spain,6,Left Back,00:00,,1,,Starting XI,Final Whistle,15946
6613,206,Rubén Sobrino Pozuelo,Rubén Sobrino,7,214,Spain,23,Center Forward,00:00,68:14,1,2,Starting XI,Tactical Shift,15946
6613,206,Rubén Sobrino Pozuelo,Rubén Sobrino,7,214,Spain,24,Left Center Forward,68:14,70:22,2,2,Tactical Shift,Substitution - Off (Tactical),15946
6615,206,Víctor Laguardia Cisneros,Víctor Laguardia,5,214,Spain,3,Right Center Back,00:00,,1,,Starting XI,Final Whistle,15946
6617,206,Ibai Gómez Pérez,Ibai Gómez,11,214,Spain,12,Right Midfield,00:00,,1,,Starting XI,Final Whistle,15946
6618,206,Martín Aguirregabiria Padilla,Martín Aguirregabiria,21,214,Spain,2,Right Back,00:00,,1,,Starting XI,Final Whistle,15946
6624,206,Jorge Franco Alviz,Burgui,14,214,Spain,24,Left Center Forward,70:22,,2,,Substitution - On (Tactical),Final Whistle,15946
6626,206,Mubarak Wakaso,,22,86,Ghana,13,Right Center Midfield,00:00,,1,,Starting XI,Final Whistle,15946
6629,206,Fernando Pacheco Flores,Fernando Pacheco,1,214,Spain,1,Goalkeeper,00:00,,1,,Starting XI,Final Whistle,15946
6632,206,Manuel Alejandro García Sánchez,Manu García,19,214,Spain,15,Left Center Midfield,00:00,,1,,Starting XI,Final Whistle,15946
6826,217,Clément Lenglet,,15,78,France,,,,,,,,,15946
6839,206,Daniel Alejandro Torres Rojas,Dani Torres,16,49,Colombia,10,Center Defensive Midfield,00:00,67:42,1,2,Starting XI,Substitution - Off (Tactical),15946
6855,206,Guillermo Alfonso Maripán Loaysa,Guillermo Maripán,6,45,Chile,5,Left Center Back,00:00,,1,,Starting XI,Final Whistle,15946
6923,206,Joaquín Navarro Jiménez,Ximo Navarro,15,214,Spain,,,,,,,,,15946
6935,206,Adrián Marín Gómez,Adrián Marín,17,214,Spain,10,Center Defensive Midfield,67:42,68:14,2,2,Substitution - On (Tactical),Tactical Shift,15946
6935,206,Adrián Marín Gómez,Adrián Marín,17,214,Spain,16,Left Midfield,68:14,,2,,Tactical Shift,Final Whistle,15946
6998,217,Rafael Alcântara do Nascimento,Rafinha,12,31,Brazil,,,,,,,,,15946
8206,217,Arturo Erasmo Vidal Pardo,Arturo Vidal,22,45,Chile,10,Center Defensive Midfield,84:07,84:22,2,2,Substitution - On (Tactical),Tactical Shift,15946
8206,217,Arturo Erasmo Vidal Pardo,Arturo Vidal,22,45,Chile,13,Right Center Midfield,84:22,,2,,Tactical Shift,Final Whistle,15946
8652,217,Jasper Cillessen,,13,160,Netherlands,,,,,,,,,15946
9748,206,Antonio Sivera Salvá,Antonio Sivera,13,214,Spain,,,,,,,,,15946
11392,217,Arthur Henrique Ramos de Oliveira Melo,Arthur,8,31,Brazil,21,Left Wing,76:14,76:18,2,2,Substitution - On (Tactical),Tactical Shift,15946
11392,217,Arthur Henrique Ramos de Oliveira Melo,Arthur,8,31,Brazil,15,Left Center Midfield,76:18,,2,,Tactical Shift,Final Whistle,15946
12190,206,Patrick Twumasi,,24,86,Ghana,,,,,,,,,15946
20055,217,Marc-André ter Stegen,Marc-André ter Stegen,1,85,Germany,1,Goalkeeper,00:00,,1,,Starting XI,Final Whistle,15946
3109,217,Malcom Filipe Silva de Oliveira,Malcom,14,31,Brazil,21,Left Wing,83:05,,2,,Substitution - On (Tactical),Final Whistle,15956
3501,217,Philippe Coutinho Correia,Philippe Coutinho,7,31,Brazil,15,Left Center Midfield,00:00,78:15,1,2,Starting XI,Tactical Shift,15956
3501,217,Philippe Coutinho Correia,Philippe Coutinho,7,31,Brazil,21,Left Wing,78:15,83:05,2,2,Tactical Shift,Substitution - Off (Tactical),15956
5203,217,Sergio Busquets i Burgos,Sergio Busquets,5,214,Spain,10,Center Defensive Midfield,00:00,,1,,Starting XI,Final Whistle,15956
5211,217,Jordi Alba Ramos,Jordi Alba,18,214,Spain,6,Left Back,00:00,,1,,Starting XI,Final Whistle,15956
5213,217,Gerard Piqué Bernabéu,Gerard Piqué,3,214,Spain,3,Right Center Back,00:00,,1,,Starting XI,Final Whistle,15956
5246,217,Luis Alberto Suárez Díaz,Luis Suárez,9,242,Uruguay,23,Center Forward,00:00,57:26,1,2,Starting XI,Tactical Shift,15956
5246,217,Luis Alberto Suárez Díaz,Luis Suárez,9,242,Uruguay,21,Left Wing,57:26,78:15,2,2,Tactical Shift,Tactical Shift,15956
5246,217,Luis Alberto Suárez Díaz,Luis Suárez,9,242,Uruguay,23,Center Forward,78:15,90:36,2,2,Tactical Shift,Substitution - Off (Tactical),15956
5470,217,Ivan Rakitić,,4,56,Croatia,13,Right Center Midfield,00:00,,1,,Starting XI,Final Whistle,15956
5477,217,Ousmane Dembélé,,11,78,France,21,Left Wing,00:00,57:26,1,2,Starting XI,Tactical Shift,15956
5477,217,Ousmane Dembélé,,11,78,France,17,Right Wing,57:26,75:06,2,2,Tactical Shift,Substitution - Off (Tactical),15956
5492,217,Samuel Yves Umtiti,Samuel Umtiti,23,78,France,5,Left Center Back,00:00,,1,,Starting XI,Final Whistle,15956
5503,217,Lionel Andrés Messi Cuccittini,Lionel Messi,10,11,Argentina,17,Right Wing,00:00,57:26,1,2,Starting XI,Tactical Shift,15956
5503,217,Lionel Andrés Messi Cuccittini,Lionel Messi,10,11,Argentina,25,Secondary Striker,57:26,78:15,2,2,Tactical Shift,Tactical Shift,15956
5503,217,Lionel Andrés Messi Cuccittini,Lionel Messi,10,11,Argentina,17,Right Wing,78:15,,2,,Tactical Shift,Final Whistle,15956
6374,217,Nélson Cabral Semedo,Nélson Semedo,2,183,Portugal,,,,,,,,,15956
6379,217,Sergi Roberto Carnicer,Sergi Roberto,20,214,Spain,2,Right Back,00:00,,1,,Starting XI,Final Whistle,15956
6616,217,Munir El Haddadi Mohamed,Munir El Haddadi,19,154,Morocco,23,Center Forward,90:36,,2,,Substitution - On (Tactical),Final Whistle,15956
6742,901,Sergio Gontán Gallardo,Keko,24,214,Spain,10,Center Defensive Midfield,65:21,66:41,2,2,Substitution - On (Tactical),Tactical Shift,15956
6742,901,Sergio Gontán Gallardo,Keko,24,214,Spain,13,Right Center Midfield,66:41,66:55,2,2,Tactical Shift,Tactical Shift,15956
6742,901,Sergio Gontán Gallardo,Keko,24,214,Spain,17,Right Wing,66:55,,2,,Tactical Shift,Final Whistle,15956
6760,901,Enes Ünal,,9,233,Turkey,22,Right Center Forward,00:00,69:56,1,2,Starting XI,Substitution - Off (Tactical),15956
6826,217,Clément Lenglet,,15,78,France,,,,,,,,,15956
7699,901,Daniele Verde,,11,112,Italy,21,Left Wing,86:05,,2,,Substitution - On (Tactical),Final Whistle,15956
8206,217,Arturo Erasmo Vidal Pardo,Arturo Vidal,22,45,Chile,17,Right Wing,75:06,78:15,2,2,Substitution - On (Tactical),Tactical Shift,15956
8206,217,Arturo Erasmo Vidal Pardo,Arturo Vidal,22,45,Chile,15,Left Center Midfield,78:15,,2,,Tactical Shift,Final Whistle,15956
8419,901,Duje Čop,,20,56,Croatia,22,Right Center Forward,69:56,,2,,Substitution - On (Tactical),Final Whistle,15956
11291,901,Laureano Antonio Villa Suárez,Toni Suárez,19,214,Spain,19,Center Attacking Midfield,00:00,66:41,1,2,Starting XI,Tactical Shift,15956
11291,901,Laureano Antonio Villa Suárez,Toni Suárez,19,214,Spain,21,Left Wing,66:41,86:05,2,2,Tactical Shift,Substitution - Off (Tactical),15956
11293,901,Fernando Calero Villa,Fernando Calero,5,214,Spain,5,Left Center Back,00:00,,1,,Starting XI,Final Whistle,15956
11294,901,Borja Fernández Fernández,Borja Fernández,8,214,Spain,10,Center Defensive Midfield,00:00,65:21,1,2,Starting XI,Substitution - Off (Tactical),15956
11296,901,Óscar Plano Pedreño,Óscar Plano,10,214,Spain,24,Left Center Forward,00:00,,1,,Starting XI,Final Whistle,15956
11297,901,Javier Moyano Lujano,Javi Moyano,17,214,Spain,2,Right Back,00:00,,1,,Starting XI,Final Whistle,15956
11298,901,José Ignacio Martínez García,Nacho Martínez,22,214,Spain,6,Left Back,00:00,,1,,Starting XI,Final Whistle,15956
11300,901,Rubén Alcaraz Jiménez,Rubén Alcaraz,14,214,Spain,15,Left Center Midfield,00:00,,1,,Starting XI,Final Whistle,15956
11301,901,Miguel Alfonso Herrero Javaloyas,Míchel,21,214,Spain,,,,,,,,,15956
11302,901,Jordi Masip López,Jordi Masip,1,214,Spain,1,Goalkeeper,00:00,,1,,Starting XI,Final Whistle,15956
11303,901,Anuar Mohamed Tuhami,Anuar Tuhami,23,154,Morocco,13,Right Center Midfield,00:00,66:41,1,2,Starting XI,Tactical Shift,15956
11303,901,Anuar Mohamed Tuhami,Anuar Tuhami,23,154,Morocco,17,Right Wing,66:41,66:55,2,2,Tactical Shift,Tactical Shift,15956
11303,901,Anuar Mohamed Tuhami,Anuar Tuhami,23,154,Morocco,13,Right Center Midfield,66:55,,2,,Tactical Shift,Final Whistle,15956
11304,901,Francisco José Olivas Alba,Kiko Olivas,4,214,Spain,3,Right Center Back,00:00,,1,,Starting XI,Final Whistle,15956
11392,217,Arthur Henrique Ramos de Oliveira Melo,Arthur,8,31,Brazil,,,,,,,,,15956
18164,901,Antonio Jesús Regal Angulo,Antoñito,18,214,Spain,,,,,,,,,15956
20055,217,Marc-André ter Stegen,Marc-André ter Stegen,1,85,Germany,1,Goalkeeper,00:00,,1,,Starting XI,Final Whistle,15956
30519,901,Mohamed Salisu Abdul Karim,,28,86,Ghana,,,,,,,,,15956
35404,217,Jokin Ezkieta Mendiburu,Jokin Ezkieta,31,214,Spain,,,,,,,,,15956
3109,217,Malcom Filipe Silva de Oliveira,Malcom,14,31,Brazil,,,,,,,,,15973
3501,217,Philippe Coutinho Correia,Philippe Coutinho,7,31,Brazil,15,Left Center Midfield,00:00,65:14,1,2,Starting XI,Tactical Shift,15973
3501,217,Philippe Coutinho Correia,Philippe Coutinho,7,31,Brazil,21,Left Wing,65:14,79:21,2,2,Tactical Shift,Tactical Shift,15973
3501,217,Philippe Coutinho Correia,Philippe Coutinho,7,31,Brazil,16,Left Midfield,79:21,,2,,Tactical Shift,Final Whistle,15973
5203,217,Sergio Busquets i Burgos,Sergio Busquets,5,214,Spain,10,Center Defensive Midfield,00:00,65:14,1,2,Starting XI,Tactical Shift,15973
5203,217,Sergio Busquets i Burgos,Sergio Busquets,5,214,Spain,11,Left Defensive Midfield,65:14,75:25,2,2,Tactical Shift,Substitution - Off (Tactical),15973
5211,217,Jordi Alba Ramos,Jordi Alba,18,214,Spain,6,Left Back,00:00,,1,,Starting XI,Final Whistle,15973
5213,217,Gerard Piqué Bernabéu,Gerard Piqué,3,214,Spain,3,Right Center Back,00:00,,1,,Starting XI,Final Whistle,15973
5246,217,Luis Alberto Suárez Díaz,Luis Suárez,9,242,Uruguay,23,Center Forward,00:00,79:21,1,2,Starting XI,Tactical Shift,15973
5246,217,Luis Alberto Suárez Díaz,Luis Suárez,9,242,Uruguay,24,Left Center Forward,79:21,,2,,Tactical Shift,Final Whistle,15973
5470,217,Ivan Rakitić,,4,56,Croatia,13,Right Center Midfield,00:00,65:14,1,2,Starting XI,Tactical Shift,15973
5470,217,Ivan Rakitić,,4,56,Croatia,9,Right Defensive Midfield,65:14,70:47,2,2,Tactical Shift,Substitution - Off (Tactical),15973
5477,217,Ousmane Dembélé,,11,78,France,21,Left Wing,00:00,65:14,1,2,Starting XI,Tactical Shift,15973
5477,217,Ousmane Dembélé,,11,78,France,17,Right Wing,65:14,79:21,2,2,Tactical Shift,Tactical Shift,15973
5477,217,Ousmane Dembélé,,11,78,France,12,Right Midfield,79:21,,2,,Tactical Shift,Final Whistle,15973
5492,217,Samuel Yves Umtiti,Samuel Umtiti,23,78,France,5,Left Center Back,00:00,64:23,1,2,Starting XI,Substitution - Off (Tactical),15973
5503,217,Lionel Andrés Messi Cuccittini,Lionel Messi,10,11,Argentina,17,Right Wing,00:00,65:14,1,2,Starting XI,Tactical Shift,15973
5503,217,Lionel Andrés Messi Cuccittini,Lionel Messi,10,11,Argentina,19,Center Attacking Midfield,65:14,79:21,2,2,Tactical Shift,Tactical Shift,15973
5503,217,Lionel Andrés Messi Cuccittini,Lionel Messi,10,11,Argentina,22,Right Center Forward,79:21,,2,,Tactical Shift,Final Whistle,15973
6374,217,Nélson Cabral Semedo,Nélson Semedo,2,183,Portugal,,,,,,,,,15973
6379,217,Sergi Roberto Carnicer,Sergi Roberto,20,214,Spain,2,Right Back,00:00,,1,,Starting XI,Final Whistle,15973
6616,217,Munir El Haddadi Mohamed,Munir El Haddadi,19,154,Morocco,,,,,,,,,15973
6734,902,Luis Carlos Correia Pinto,Luisinho,16,183,Portugal,6,Left Back,00:00,,1,,Starting XI,Final Whistle,15973
6788,902,Xabier Etxeita Gorritxategi,Xabier Etxeita,3,214,Spain,5,Left Center Back,00:00,,1,,Starting XI,Final Whistle,15973
6826,217,Clément Lenglet,,15,78,France,5,Left Center Back,64:23,,2,,Substitution - On (Tactical),Final Whistle,15973
6857,902,Rúben Afonso Borges Semedo,Rúben Semedo,4,183,Portugal,17,Right Wing,64:29,64:50,2,2,Substitution - On (Tactical),Tactical Shift,15973
6857,902,Rúben Afonso Borges Semedo,Rúben Semedo,4,183,Portugal,3,Right Center Back,64:50,,2,,Tactical Shift,Final Whistle,15973
8206,217,Arturo Erasmo Vidal Pardo,Arturo Vidal,22,45,Chile,9,Right Defensive Midfield,70:47,,2,,Substitution - On (Tactical),Final Whistle,15973
8652,217,Jasper Cillessen,,13,160,Netherlands,,,,,,,,,15973
9747,902,Axel Werner,,1,11,Argentina,1,Goalkeeper,00:00,,1,,Starting XI,Final Whistle,15973
11392,217,Arthur Henrique Ramos de Oliveira Melo,Arthur,8,31,Brazil,11,Left Defensive Midfield,75:25,,2,,Substitution - On (Tactical),Final Whistle,15973
11669,902,Gonzalo Julián Melero Manzanares,Gonzalo Melero,8,214,Spain,15,Left Center Midfield,00:00,59:08,1,2,Starting XI,Tactical Shift,15973
11669,902,Gonzalo Julián Melero Manzanares,Gonzalo Melero,8,214,Spain,13,Right Center Midfield,59:08,64:50,2,2,Tactical Shift,Tactical Shift,15973
11669,902,Gonzalo Julián Melero Manzanares,Gonzalo Melero,8,214,Spain,15,Left Center Midfield,64:50,,2,,Tactical Shift,Final Whistle,15973
11670,902,David Ferreiro Quiroga,David Ferreiro,7,214,Spain,,,,,,,,,15973
11671,902,Juan Camilo Hernández Suárez,Cucho Hernández,9,49,Colombia,22,Right Center Forward,00:00,59:08,1,2,Starting XI,Tactical Shift,15973
11671,902,Juan Camilo Hernández Suárez,Cucho Hernández,9,49,Colombia,23,Center Forward,59:08,64:50,2,2,Tactical Shift,Tactical Shift,15973
11671,902,Juan Camilo Hernández Suárez,Cucho Hernández,9,49,Colombia,17,Right Wing,64:50,71:01,2,2,Tactical Shift,Substitution - Off (Tactical),15973
11672,902,Samuele Longo,,12,112,Italy,24,Left Center Forward,00:00,57:06,1,2,Starting XI,Substitution - Off (Tactical),15973
11673,902,Alejandro Gallar Falguera,Álex Gallar,11,214,Spain,12,Right Midfield,00:00,59:08,1,2,Starting XI,Tactical Shift,15973
11673,902,Alejandro Gallar Falguera,Álex Gallar,11,214,Spain,17,Right Wing,59:08,64:29,2,2,Tactical Shift,Substitution - Off (Tactical),15973
11674,902,Damián Marcelo Musto,Damián Musto,23,11,Argentina,13,Right Center Midfield,00:00,59:08,1,2,Starting XI,Tactical Shift,15973
11674,902,Damián Marcelo Musto,Damián Musto,23,11,Argentina,10,Center Defensive Midfield,59:08,71:21,2,2,Tactical Shift,Tactical Shift,15973
11674,902,Damián Marcelo Musto,Damián Musto,23,11,Argentina,13,Right Center Midfield,71:21,,2,,Tactical Shift,Final Whistle,15973
11675,902,Moisés Gómez Bordonado,Moi Gómez,6,214,Spain,16,Left Midfield,00:00,59:08,1,2,Starting XI,Tactical Shift,15973
11675,902,Moisés Gómez Bordonado,Moi Gómez,6,214,Spain,15,Left Center Midfield,59:08,64:50,2,2,Tactical Shift,Tactical Shift,15973
11675,902,Moisés Gómez Bordonado,Moi Gómez,6,214,Spain,23,Center Forward,64:50,71:21,2,2,Tactical Shift,Tactical Shift,15973
11675,902,Moisés Gómez Bordonado,Moi Gómez,6,214,Spain,24,Left Center Forward,71:21,,2,,Tactical Shift,Final Whistle,15973
11676,902,Jorge Miramón Santagertrudis,Jorge Miramón,24,214,Spain,2,Right Back,00:00,64:50,1,2,Starting XI,Tactical Shift,15973
11676,902,Jorge Miramón Santagertrudis,Jorge Miramón,24,214,Spain,13,Right Center Midfield,64:50,71:21,2,2,Tactical Shift,Tactical Shift,15973
11676,902,Jorge Miramón Santagertrudis,Jorge Miramón,24,214,Spain,12,Right Midfield,71:21,,2,,Tactical Shift,Final Whistle,15973
11677,902,Jorge Pulido Mayoral,Jorge Pulido,14,214,Spain,3,Right Center Back,00:00,64:50,1,2,Starting XI,Tactical Shift,15973
11677,902,Jorge Pulido Mayoral,Jorge Pulido,14,214,Spain,2,Right Back,64:50,,2,,Tactical Shift,Final Whistle,15973
11678,902,Luis Ezequiel Ávila,Chimy Ávila,19,11,Argentina,17,Right Wing,71:01,71:21,2,2,Substitution - On (Tactical),Tactical Shift,15973
11678,902,Luis Ezequiel Ávila,Chimy Ávila,19,11,Argentina,22,Right Center Forward,71:21,,2,,Tactical Shift,Final Whistle,15973
12554,902,Serdar Gürler,,21,233,Turkey,24,Left Center Forward,57:06,59:08,2,2,Substitution - On (Tactical),Tactical Shift,15973
12554,902,Serdar Gürler,,21,233,Turkey,21,Left Wing,59:08,71:21,2,2,Tactical Shift,Tactical Shift,15973
12554,902,Serdar Gürler,,21,233,Turkey,16,Left Midfield,71:21,,2,,Tactical Shift,Final Whistle,15973
19396,902,Lluis Sastre Reus,Lluis Sastre,22,214,Spain,,,,,,,,,15973
20055,217,Marc-André ter Stegen,Marc-André ter Stegen,1,85,Germany,1,Goalkeeper,00:00,,1,,Starting XI,Final Whistle,15973
21399,902,Pablo Ínsua Blanco,Pablo Ínsua,18,214,Spain,,,,,,,,,15973
22332,902,Roberto Santamaría Cipriain,Roberto Santamaría,13,214,Spain,,,,,,,,,15973
3042,210,Mikel Merino Zazón,Mikel Merino,8,214,Spain,13,Right Center Midfield,81:35,,2,,Substitution - On (Tactical),Final Whistle,15978
3501,217,Philippe Coutinho Correia,Philippe Coutinho,7,31,Brazil,2,Right Back,45:00,45:01,2,2,Substitution - On (Tactical),Tactical Shift,15978
3501,217,Philippe Coutinho Correia,Philippe Coutinho,7,31,Brazil,15,Left Center Midfield,45:01,77:54,2,2,Tactical Shift,Tactical Shift,15978
3501,217,Philippe Coutinho Correia,Philippe Coutinho,7,31,Brazil,21,Left Wing,77:54,,2,,Tactical Shift,Final Whistle,15978
5203,217,Sergio Busquets i Burgos,Sergio Busquets,5,214,Spain,13,Right Center Midfield,56:13,56:15,2,2,Substitution - On (Tactical),Tactical Shift,15978
5203,217,Sergio Busquets i Burgos,Sergio Busquets,5,214,Spain,10,Center Defensive Midfield,56:15,,2,,Tactical Shift,Final Whistle,15978
5211,217,Jordi Alba Ramos,Jordi Alba,18,214,Spain,6,Left Back,00:00,,1,,Starting XI,Final Whistle,15978
5213,217,Gerard Piqué Bernabéu,Gerard Piqué,3,214,Spain,3,Right Center Back,00:00,,1,,Starting XI,Final Whistle,15978
5246,217,Luis Alberto Suárez Díaz,Luis Suárez,9,242,Uruguay,23,Center Forward,00:00,,1,,Starting XI,Final Whistle,15978
5470,217,Ivan Rakitić,,4,56,Croatia,10,Center Defensive Midfield,00:00,56:15,1,2,Starting XI,Tactical Shift,15978
5470,217,Ivan Rakitić,,4,56,Croatia,13,Right Center Midfield,56:15,,2,,Tactical Shift,Final Whistle,15978
5477,217,Ousmane Dembélé,,11,78,France,21,Left Wing,00:00,76:09,1,2,Starting XI,Substitution - Off (Tactical),15978
5492,217,Samuel Yves Umtiti,Samuel Umtiti,23,78,France,5,Left Center Back,00:00,,1,,Starting XI,Final Whistle,15978
5503,217,Lionel Andrés Messi Cuccittini,Lionel Messi,10,11,Argentina,17,Right Wing,00:00,,1,,Starting XI,Final Whistle,15978
5573,210,Héctor Alfredo Moreno Herrera,Héctor Moreno,6,147,Mexico,5,Left Center Back,00:00,,1,,Starting XI,Final Whistle,15978
6332,217,Thomas Vermaelen,,24,22,Belgium,,,,,,,,,15978
6374,217,Nélson Cabral Semedo,Nélson Semedo,2,183,Portugal,2,Right Back,00:00,45:00,1,2,Starting XI,Substitution - Off (Tactical),15978
6379,217,Sergi Roberto Carnicer,Sergi Roberto,20,214,Spain,13,Right Center Midfield,00:00,45:01,1,2,Starting XI,Tactical Shift,15978
6379,217,Sergi Roberto Carnicer,Sergi Roberto,20,214,Spain,2,Right Back,45:01,,2,,Tactical Shift,Final Whistle,15978
6605,210,Joseba Zaldúa Bengoetxea,Joseba Zaldúa,2,214,Spain,2,Right Back,00:00,,1,,Starting XI,Final Whistle,15978
6616,217,Munir El Haddadi Mohamed,Munir El Haddadi,19,154,Morocco,,,,,,,,,15978
6669,210,David Zurutuza Veillet,David Zurutuza,17,214,Spain,15,Left Center Midfield,00:00,72:27,1,2,Starting XI,Substitution - Off (Tactical),15978
6670,210,Andoni Gorosabel Espinosa,Andoni Gorosabel,18,214,Spain,,,,,,,,,15978
6671,210,Asier Illarramendi Andonegi,Asier Illarramendi,4,214,Spain,13,Right Center Midfield,00:00,81:35,1,2,Starting XI,Substitution - Off (Tactical),15978
6676,210,Igor Zubeldía Elorza,Igor Zubeldía,5,214,Spain,10,Center Defensive Midfield,00:00,,1,,Starting XI,Final Whistle,15978
6679,210,Aritz Elustondo Irribaria,Aritz Elustondo,15,214,Spain,3,Right Center Back,00:00,,1,,Starting XI,Final Whistle,15978
6685,210,Mikel Oyarzabal Ugarte,Mikel Oyarzabal,10,214,Spain,22,Right Center Forward,00:00,,1,,Starting XI,Final Whistle,15978
6693,210,Raúl Rodríguez Navas,Raúl Navas,22,214,Spain,,,,,,,,,15978
6694,210,Gerónimo Rulli,Gero Rulli,1,11,Argentina,1,Goalkeeper,00:00,,1,,Starting XI,Final Whistle,15978
6695,210,Juan Miguel Jiménez López,Juanmi,7,214,Spain,24,Left Center Forward,00:00,,1,,Starting XI,Final Whistle,15978
6704,210,Theo Bernard François Hernández,Theo Hernández,19,78,France,6,Left Back,00:00,,1,,Starting XI,Final Whistle,15978
6826,217,Clément Lenglet,,15,78,France,,,,,,,,,15978
6885,210,Kévin Manuel Rodrigues,Kévin Rodrigues,20,183,Portugal,,,,,,,,,15978
6899,210,Rubén Pardo Gutiérrez,Rubén Pardo,14,214,Spain,19,Center Attacking Midfield,00:00,81:46,1,2,Starting XI,Substitution - Off (Tactical),15978
6906,210,Jon Bautista Orgilles,Jon Bautista,21,214,Spain,15,Left Center Midfield,72:27,,2,,Substitution - On (Tactical),Final Whistle,15978
6998,217,Rafael Alcântara do Nascimento,Rafinha,12,31,Brazil,15,Left Center Midfield,00:00,45:01,1,2,Starting XI,Tactical Shift,15978
6998,217,Rafael Alcântara do Nascimento,Rafinha,12,31,Brazil,13,Right Center Midfield,45:01,56:13,2,2,Tactical Shift,Substitution - Off (Tactical),15978
7069,210,Miguel Ángel Moyà Rumbo,Miguel Ángel Moyá,13,214,Spain,,,,,,,,,15978
8206,217,Arturo Erasmo Vidal Pardo,Arturo Vidal,22,45,Chile,21,Left Wing,76:09,77:54,2,2,Substitution - On (Tactical),Tactical Shift,15978
8206,217,Arturo Erasmo Vidal Pardo,Arturo Vidal,22,45,Chile,15,Left Center Midfield,77:54,,2,,Tactical Shift,Final Whistle,15978
8652,217,Jasper Cillessen,,13,160,Netherlands,,,,,,,,,15978
16210,210,Luca Sangalli Fuentes,Luca Sangalli,23,214,Spain,19,Center Attacking Midfield,81:46,,2,,Substitution - On (Tactical),Final Whistle,15978
20055,217,Marc-André ter Stegen,Marc-André ter Stegen,1,85,Germany,1,Goalkeeper,00:00,,1,,Starting XI,Final Whistle,15978
3501,217,Philippe Coutinho Correia,Philippe Coutinho,7,31,Brazil,15,Left Center Midfield,57:48,,2,,Substitution - On (Tactical),Final Whistle,15986
